11:07:43 AM,Tlm,140,3,1,173,94,0,0,3,3,4,2,0,4,5,0,0,3,221,0,5,3,0,
11:07:43 AM,Tlm,129,67,87,50,52,50,51,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,87,50,52,50,51,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,173,94,0,0,0,
